customer_id,signup_date,acquisition_channel,acquisition_cost,age,gender,country,state,city,customer_segment,email_verified,phone_verified
CU_002585,2024-04-16,paid_search,42.69,28,F,PW,CA,West Jacquelineborough,casual,True,True
CU_002586,2024-12-15,organic,0.0,25,O,MD,CT,Riveraton,casual,True,True
CU_002587,2024-12-23,paid_search,30.22,35,M,VU,NH,North Michael,casual,True,False
CU_002588,2024-03-11,organic,0.0,21,O,TJ,FM,West Courtney,casual,True,True
CU_002589,2024-11-20,paid_search,48.43,28,F,FI,KY,Lorichester,whale,True,True
CU_002590,2024-12-22,social_media,23.63,31,M,TV,VA,Michaelfurt,casual,True,True
CU_002591,2024-10-25,paid_search,54.07,24,M,IE,OH,North Brittany,casual,True,True
CU_002592,2024-03-25,affiliate,49.97,46,M,CA,VA,West Gregory,casual,False,False
CU_002593,2024-05-24,organic,0.0,34,F,TM,CT,Port Alexa,casual,True,True
CU_002594,2024-03-22,paid_search,95.37,29,F,KH,WI,Riverashire,regular,True,True
CU_002595,2024-05-13,social_media,35.6,21,F,UY,KY,Clarktown,regular,True,True
CU_002596,2024-11-29,paid_search,84.22,44,M,HT,IL,Port Christinaberg,whale,True,True
CU_002597,2024-02-24,organic,0.0,38,O,DM,NJ,West Christianton,whale,False,True
CU_002598,2024-10-18,paid_search,65.24,26,O,CU,NY,Colemanfort,whale,True,False
CU_002599,2024-06-04,social_media,21.91,26,O,LR,ME,East Annfurt,casual,True,False
CU_002600,2024-05-09,paid_search,29.31,24,M,MV,VT,Kellyhaven,casual,True,True
CU_002601,2024-06-19,affiliate,65.87,33,F,LB,NC,New Meganburgh,regular,True,True
CU_002602,2024-07-19,organic,0.0,26,O,ZW,MP,Jenniferchester,regular,True,False
CU_002603,2024-09-02,paid_search,55.22,39,O,TJ,NV,Nealview,casual,False,True
CU_002604,2024-11-11,social_media,14.44,38,M,LA,DE,Pearsonburgh,casual,True,False
CU_002605,2024-05-20,paid_search,76.04,29,F,AR,VI,Melissastad,casual,True,False
CU_002606,2024-02-19,organic,0.0,34,M,ZA,NE,New Anita,casual,True,True
CU_002607,2024-08-04,organic,0.0,32,O,ET,MS,Haroldtown,casual,False,True
CU_002608,2024-08-01,paid_search,60.75,33,M,FJ,NV,Aliciatown,casual,False,True
CU_002609,2024-05-14,paid_search,74.64,35,M,TZ,ME,Clintonstad,casual,True,True
CU_002610,2024-12-15,affiliate,118.73,26,F,ID,NY,New Joshuaview,casual,True,True
CU_002611,2024-04-30,paid_search,72.74,36,O,BA,NJ,Williamsview,whale,True,True
CU_002612,2024-12-25,affiliate,54.94,23,O,IS,SC,New Madelinefort,regular,True,True
CU_002613,2024-12-13,paid_search,36.63,41,F,UZ,SC,Henryfort,casual,True,True
CU_002614,2024-01-07,social_media,27.33,30,M,AE,VI,North Mikeberg,casual,False,False
CU_002615,2024-12-29,social_media,27.8,28,F,MA,WA,Port Melissa,casual,True,True
CU_002616,2024-04-06,affiliate,51.05,32,M,BS,MT,North Scottton,casual,False,True
CU_002617,2024-10-15,affiliate,93.69,43,O,KW,CT,Tonyaborough,regular,True,True
CU_002618,2024-01-25,paid_search,34.32,34,F,TD,RI,West Marymouth,casual,True,True
CU_002619,2024-03-24,organic,0.0,40,F,KN,GA,Zacharyfurt,casual,True,True
CU_002620,2024-10-09,affiliate,66.76,31,O,NI,MP,North Jameshaven,casual,True,True
CU_002621,2024-07-24,affiliate,83.54,34,F,CY,VA,Christophermouth,regular,True,True
CU_002622,2024-09-10,social_media,40.33,18,F,BD,KY,Lake William,regular,True,True
CU_002623,2024-03-11,paid_search,45.46,23,F,EC,SC,West Joshuastad,casual,True,True
CU_002624,2024-12-14,affiliate,33.09,46,O,CL,MA,Carrollland,casual,False,False
CU_002625,2024-03-15,affiliate,82.32,36,O,TM,NH,North Samanthaburgh,casual,True,False
CU_002626,2024-03-12,organic,0.0,36,M,ZA,CO,West Brittany,casual,True,True
CU_002627,2024-08-02,organic,0.0,55,M,AO,WI,Port Alex,regular,False,True
CU_002628,2024-09-23,organic,0.0,23,M,DZ,MN,Millerbury,whale,True,True
CU_002629,2024-10-08,paid_search,55.07,19,M,KP,MP,Lake Katelyn,casual,True,False
CU_002630,2024-09-07,paid_search,42.38,20,F,CO,ME,South Janiceburgh,casual,True,True
CU_002631,2024-12-02,paid_search,65.5,24,F,IT,DC,Robertborough,regular,True,True
CU_002632,2024-02-24,paid_search,47.68,36,M,IR,FM,East Tiffany,casual,True,False
CU_002633,2024-04-06,affiliate,112.3,29,O,IL,UT,Bakerfort,casual,True,True
CU_002634,2024-02-06,social_media,38.06,34,F,MH,OR,Michaelhaven,casual,True,True
CU_002635,2024-11-22,affiliate,51.44,48,M,PG,MP,North Stephanie,regular,True,True
CU_002636,2024-04-16,paid_search,48.55,33,M,TV,MS,New Ashley,regular,True,True
CU_002637,2024-03-01,organic,0.0,34,F,ME,NE,Debbieport,casual,False,True
CU_002638,2024-01-06,paid_search,63.27,45,F,GE,MA,Christopherborough,casual,True,True
CU_002639,2024-11-13,affiliate,78.35,45,O,IL,IL,Greenville,casual,True,True
CU_002640,2024-01-17,paid_search,54.63,26,F,SI,TN,South Donald,regular,True,False
CU_002641,2024-07-15,social_media,54.11,23,F,TZ,MD,Anneshire,casual,True,True
CU_002642,2024-06-28,organic,0.0,38,O,AU,MD,Lake Michaeltown,casual,True,True
CU_002643,2024-01-20,organic,0.0,41,F,DJ,MT,Cookville,casual,True,True
CU_002644,2024-05-09,affiliate,54.9,32,O,ER,PW,Kevinmouth,casual,True,True
CU_002645,2024-02-18,organic,0.0,39,F,ST,HI,South Lisamouth,casual,True,True
CU_002646,2024-11-05,paid_search,62.66,22,F,UA,OK,Simonfort,regular,True,True
CU_002647,2024-08-19,social_media,24.22,39,M,HN,KS,Carolynfort,casual,True,True
CU_002648,2024-12-11,social_media,60.53,27,F,GD,MO,Billybury,regular,True,True
CU_002649,2024-05-20,affiliate,81.02,29,O,SD,CT,Simmonsview,casual,True,True
CU_002650,2024-10-26,paid_search,37.16,41,M,TR,MO,East Williamport,casual,False,True
CU_002651,2024-03-24,social_media,20.42,25,F,UG,UT,New Karen,casual,True,True
CU_002652,2024-02-09,paid_search,41.46,30,M,CO,TN,Kristinaton,regular,True,False
CU_002653,2024-11-30,social_media,60.95,35,M,BW,ME,Port Michael,casual,True,True
CU_002654,2024-12-15,social_media,39.34,20,O,MY,GA,Smithberg,casual,True,True
CU_002655,2024-02-29,paid_search,27.15,18,O,FR,FM,West Kyle,casual,False,True
CU_002656,2024-01-13,social_media,31.03,20,O,ER,IA,South Christopher,casual,True,True
CU_002657,2024-12-21,affiliate,64.71,25,F,HN,FL,Adamburgh,casual,True,True
CU_002658,2024-10-12,affiliate,62.53,36,M,LY,CT,Piercefurt,casual,True,False
CU_002659,2024-07-02,paid_search,59.33,20,M,MC,IL,Barnettmouth,whale,False,False
CU_002660,2024-03-02,paid_search,22.38,31,M,MA,IA,South Davidberg,casual,True,True
CU_002661,2024-10-06,affiliate,53.27,22,M,MZ,WI,Rachaelchester,casual,False,True
CU_002662,2024-10-25,affiliate,68.9,32,M,UG,MO,West Tracyshire,casual,True,True
CU_002663,2024-12-25,affiliate,59.06,39,O,AR,IN,Port Joe,casual,True,True
CU_002664,2024-12-06,paid_search,46.95,18,F,ML,MA,New Carolfurt,casual,False,True
CU_002665,2024-05-04,paid_search,99.87,46,M,BO,SD,East Vincent,casual,True,True
CU_002666,2024-04-19,paid_search,32.93,25,O,BD,IL,Ryanmouth,casual,True,False
CU_002667,2024-02-06,affiliate,34.74,32,O,MV,SD,South Edward,casual,True,False
CU_002668,2024-09-01,affiliate,97.74,35,O,KR,MS,Johnsonchester,casual,True,True
CU_002669,2024-07-30,affiliate,89.18,23,M,EE,GA,Flemingville,whale,True,True
CU_002670,2024-08-09,social_media,16.94,25,F,PT,AS,West Ginaville,casual,True,True
CU_002671,2024-07-10,social_media,34.58,33,M,TD,VI,Laratown,regular,True,True
CU_002672,2024-11-10,paid_search,89.28,29,F,DK,MD,New William,regular,True,False
CU_002673,2024-03-21,social_media,27.06,47,F,LA,NH,South Desireefurt,regular,True,True
CU_002674,2024-01-16,social_media,34.65,34,O,NO,WI,West Ronaldville,regular,False,True
CU_002675,2024-11-24,affiliate,32.59,27,F,UY,AS,Shawfort,casual,True,False
CU_002676,2024-06-23,affiliate,59.4,21,F,LC,MA,Danielburgh,regular,False,False
CU_002677,2024-08-28,paid_search,56.69,21,O,NO,ND,Bergland,casual,True,True
CU_002678,2024-12-15,affiliate,89.31,24,O,CZ,AL,Stacyshire,casual,True,True
CU_002679,2024-12-20,social_media,32.21,33,O,IL,ID,Grahammouth,casual,True,True
CU_002680,2024-11-18,paid_search,39.12,31,F,JM,AZ,Port Tracystad,casual,True,True
CU_002681,2024-06-14,affiliate,107.84,20,F,BE,FM,Johnnymouth,casual,False,True
CU_002682,2024-06-20,paid_search,58.1,46,F,GQ,LA,New Josephport,casual,True,True
CU_002683,2024-04-06,social_media,58.53,22,M,MK,MT,South Markton,casual,True,True
CU_002684,2024-04-07,paid_search,65.65,35,O,UG,DE,Jessicaside,casual,True,True
CU_002685,2024-08-24,organic,0.0,26,O,SZ,MO,East Christopher,whale,True,True
CU_002686,2024-05-29,social_media,33.42,22,O,BY,DC,Lake Trevor,casual,True,True
CU_002687,2024-11-27,affiliate,87.98,39,F,IS,MI,Barkerbury,casual,True,True
CU_002688,2024-10-17,affiliate,62.33,32,F,ES,GU,Williamsmouth,casual,True,True
CU_002689,2024-07-11,paid_search,106.07,22,M,MR,AZ,New Tiffany,regular,True,False
CU_002690,2024-05-10,paid_search,84.73,29,O,DZ,AS,South Williamland,casual,True,True
CU_002691,2024-10-17,social_media,28.18,26,F,LU,SC,Robertotown,casual,True,True
CU_002692,2024-02-25,organic,0.0,41,F,ER,WA,Jenniferland,casual,True,True
CU_002693,2024-03-12,affiliate,44.34,23,M,NR,DE,New Jose,casual,True,True
CU_002694,2024-02-25,affiliate,64.6,52,M,KI,RI,Lake Lauren,casual,False,True
CU_002695,2024-04-14,affiliate,42.36,35,M,MR,OK,Lewischester,casual,True,True
CU_002696,2024-11-15,social_media,38.19,26,M,IS,WA,West Walter,casual,True,True
CU_002697,2024-10-19,social_media,58.89,31,F,BD,PA,Browningport,casual,True,True
CU_002698,2024-10-10,paid_search,77.42,23,M,IR,AL,Clarkchester,regular,True,False
CU_002699,2024-04-14,organic,0.0,39,O,KM,DC,Josephmouth,casual,True,False
CU_002700,2024-02-16,affiliate,84.05,35,F,BY,IN,North Jenna,casual,True,True
CU_002701,2024-05-06,paid_search,66.92,28,F,GN,CA,Jessicamouth,casual,True,False
CU_002702,2024-04-22,paid_search,31.34,21,O,TZ,MT,Amberfort,regular,True,True
CU_002703,2024-11-03,affiliate,95.42,18,M,TH,AL,Matthewstad,regular,True,True
CU_002704,2024-12-30,paid_search,43.83,40,F,PA,FL,Dickersonfort,casual,False,False
CU_002705,2024-01-12,organic,0.0,29,O,GE,ND,Lake Peter,casual,True,True
CU_002706,2024-12-10,paid_search,71.71,37,O,NA,AZ,Lake Tommystad,regular,True,True
CU_002707,2024-09-16,paid_search,83.16,24,O,BS,IL,Kevinmouth,casual,True,True
CU_002708,2024-02-09,social_media,45.49,18,F,PG,TX,Johnsonshire,regular,True,True
CU_002709,2024-04-21,paid_search,45.93,53,M,DM,RI,Annettechester,whale,True,False
CU_002710,2024-07-13,paid_search,65.56,32,M,AO,WV,Angelafort,whale,True,True
CU_002711,2024-11-26,organic,0.0,35,O,GW,MS,South Catherine,casual,True,True
CU_002712,2024-01-12,affiliate,57.78,29,F,CM,CT,Robinsonville,casual,True,True
CU_002713,2024-08-16,affiliate,75.13,27,F,TO,LA,Port Erik,whale,True,True
CU_002714,2024-05-13,social_media,27.72,31,O,LK,MO,Bellborough,whale,True,True
CU_002715,2024-04-10,affiliate,130.23,23,F,NL,MH,Luisstad,casual,True,True
CU_002716,2024-12-28,paid_search,63.08,31,O,ZM,CT,Wayneside,casual,True,True
CU_002717,2024-09-25,affiliate,101.87,42,F,MX,IN,Simpsonmouth,casual,True,True
CU_002718,2024-04-05,affiliate,45.87,32,O,JO,GU,Mooreburgh,regular,True,False
CU_002719,2024-11-13,affiliate,43.23,44,O,MZ,LA,New Mariamouth,casual,True,True
CU_002720,2024-08-04,social_media,42.19,18,M,TD,HI,South Bettychester,casual,True,True
CU_002721,2024-02-21,paid_search,54.93,29,O,NL,MT,Lake Anthony,whale,True,True
CU_002722,2024-07-07,paid_search,57.32,26,M,GR,DC,New Ashleychester,casual,True,True
CU_002723,2024-03-28,social_media,46.78,31,M,AO,MD,East Ashley,casual,True,False
CU_002724,2024-07-20,affiliate,31.73,31,M,PW,TX,West Andrewfurt,regular,True,True
CU_002725,2024-11-07,affiliate,102.64,26,F,TG,NY,Port Robin,regular,True,True
CU_002726,2024-12-29,organic,0.0,29,M,PK,MN,East Thomas,casual,True,True
CU_002727,2024-11-06,social_media,32.67,38,F,LC,PW,West David,whale,True,True
CU_002728,2024-09-27,organic,0.0,18,F,BI,MH,East Beckymouth,casual,True,True
CU_002729,2024-10-04,organic,0.0,37,O,HN,TX,Fritzburgh,casual,True,True
CU_002730,2024-11-27,affiliate,95.68,38,O,PL,NY,Port Cassandramouth,casual,True,False
CU_002731,2024-07-26,affiliate,93.06,34,F,DJ,IA,Bowenland,casual,True,False
CU_002732,2024-03-05,affiliate,76.93,32,O,AF,WA,Lake Ericahaven,regular,False,False
CU_002733,2024-02-29,paid_search,63.24,31,F,PW,VI,Joneschester,regular,True,True
CU_002734,2024-09-06,affiliate,33.99,25,F,IL,FM,Lake Kimberlyside,casual,True,False
CU_002735,2024-08-18,affiliate,119.54,27,O,LC,AK,Castilloton,casual,True,False
CU_002736,2024-07-21,affiliate,36.33,32,M,JP,AS,Claytonton,casual,False,True
CU_002737,2024-07-23,affiliate,68.61,22,M,MM,MO,Pattersonville,casual,True,True
CU_002738,2024-01-27,organic,0.0,34,M,CA,FL,Katherineshire,casual,False,False
CU_002739,2024-02-21,paid_search,33.6,36,F,GB,WY,Lake Garychester,casual,False,False
CU_002740,2024-08-09,affiliate,35.49,24,O,KM,MA,East Laura,casual,True,True
CU_002741,2024-09-02,organic,0.0,19,M,GE,KS,West Dawnland,casual,True,True
CU_002742,2024-09-16,social_media,31.69,24,M,PK,MH,Goodwinview,casual,True,True
CU_002743,2024-01-31,organic,0.0,38,M,LV,LA,Riveramouth,regular,True,True
CU_002744,2024-07-09,organic,0.0,28,M,ME,KS,Brookeberg,regular,True,True
CU_002745,2024-11-09,affiliate,75.45,38,F,CY,NC,Anthonystad,casual,True,False
CU_002746,2024-10-26,affiliate,42.7,27,F,TM,MN,Kristopherburgh,casual,True,True
CU_002747,2024-12-07,paid_search,89.99,39,O,TN,SC,Thomasmouth,casual,True,False
CU_002748,2024-03-19,organic,0.0,35,F,GQ,LA,Lake Linda,casual,True,True
CU_002749,2024-11-21,social_media,21.06,29,M,CN,FL,Micheleview,casual,True,True
CU_002750,2024-07-20,affiliate,36.05,31,M,DZ,IN,Port Jasonport,casual,False,True
CU_002751,2024-10-18,affiliate,59.74,26,M,CY,OR,West Michaelhaven,casual,True,True
CU_002752,2024-04-17,affiliate,25.11,32,M,CH,VI,Woodsburgh,casual,True,True
CU_002753,2024-02-03,paid_search,55.01,44,M,LY,SD,New Melissa,casual,False,True
CU_002754,2024-02-10,affiliate,103.23,18,F,KW,NC,Nicholasfort,casual,True,False
CU_002755,2024-08-28,paid_search,74.73,37,O,KH,GA,Thompsonfurt,casual,True,False
CU_002756,2024-06-18,affiliate,73.07,42,M,AL,TN,West Jeffreyborough,casual,True,False
CU_002757,2024-10-28,affiliate,63.32,36,O,GR,FL,Charlotteville,casual,True,True
CU_002758,2024-01-12,affiliate,57.51,30,O,CF,ID,Victorshire,regular,True,False
CU_002759,2024-07-26,paid_search,34.6,29,F,DZ,PW,Port Juliehaven,casual,True,True
CU_002760,2024-04-24,social_media,40.06,18,M,GT,WA,West Elizabeth,casual,True,True
CU_002761,2024-02-20,organic,0.0,32,O,MZ,SC,West Williamview,casual,True,True
CU_002762,2024-07-23,social_media,29.6,38,M,TG,ND,Port Brianshire,regular,True,True
CU_002763,2024-12-05,paid_search,29.38,37,M,SK,IA,West Laura,casual,True,False
CU_002764,2024-03-19,affiliate,87.49,18,F,EG,UT,East Hannah,casual,False,True
CU_002765,2024-04-30,social_media,47.78,30,F,PH,HI,New Josephview,casual,True,True
CU_002766,2024-04-30,affiliate,60.94,30,M,BW,WA,Lake Mariah,casual,True,True
CU_002767,2024-10-30,affiliate,45.87,37,M,BI,MH,New Kevin,casual,True,False
CU_002768,2024-03-17,paid_search,62.85,28,M,GE,IN,New Kathleen,casual,False,False
CU_002769,2024-12-23,social_media,55.68,24,M,QA,NH,New Nicoleton,casual,True,True
CU_002770,2024-05-29,social_media,49.67,33,O,LB,WY,East Timothymouth,whale,False,True
CU_002771,2024-12-07,affiliate,54.22,40,F,BS,NJ,North Amy,casual,True,True
CU_002772,2024-10-25,affiliate,28.73,28,M,GM,PA,Evanstown,casual,True,True
CU_002773,2024-03-28,organic,0.0,25,F,TT,NE,Lake Oliviaborough,casual,True,True
CU_002774,2024-05-16,paid_search,71.59,37,O,TZ,AS,Gayview,casual,True,True
CU_002775,2024-03-11,paid_search,35.83,28,F,TW,MT,Travisburgh,whale,True,False
CU_002776,2024-09-20,affiliate,45.5,31,O,LS,NY,Palmerport,casual,True,True
CU_002777,2024-06-22,social_media,48.1,33,F,IN,VI,West Joshua,whale,True,True
CU_002778,2024-05-30,paid_search,84.96,42,F,TJ,NY,Connieville,casual,True,True
CU_002779,2024-06-07,organic,0.0,28,O,TW,HI,Smithhaven,casual,True,True
CU_002780,2024-03-17,paid_search,50.69,36,M,PW,NM,East Cameron,casual,True,True
CU_002781,2024-02-25,organic,0.0,27,F,NR,TX,Codymouth,whale,True,False
CU_002782,2024-05-24,social_media,52.34,42,O,LV,SC,East Kimberly,casual,True,True
CU_002783,2024-07-28,social_media,24.38,34,O,HT,IL,Warrenmouth,casual,True,True
CU_002784,2024-12-29,social_media,25.05,35,M,SM,NJ,Lake Kevinborough,casual,True,True
CU_002785,2024-06-25,affiliate,27.66,37,F,TO,TX,West Eric,casual,True,False
CU_002786,2024-08-25,paid_search,65.71,37,O,MY,WY,Port Eric,regular,False,True
CU_002787,2024-06-16,social_media,51.88,41,O,HR,GA,Suefort,casual,True,False
CU_002788,2024-10-17,paid_search,66.02,25,M,TD,PA,Chanview,casual,False,True
CU_002789,2024-09-06,organic,0.0,36,F,GT,KS,Michaelport,casual,True,False
CU_002790,2024-05-02,paid_search,61.25,21,F,MN,FL,Matthewstad,casual,False,False
CU_002791,2024-08-01,affiliate,25.68,40,F,CH,MD,Parkershire,casual,True,False
CU_002792,2024-07-09,paid_search,37.16,32,O,MX,WV,Smithfurt,casual,True,True
CU_002793,2024-12-14,social_media,49.01,42,O,BG,MT,Debbieberg,whale,True,True
CU_002794,2024-09-27,affiliate,118.0,34,O,PH,WI,Andrewborough,casual,True,False
CU_002795,2024-01-21,paid_search,66.27,34,O,GE,TN,Kennethstad,casual,True,False
CU_002796,2024-08-21,affiliate,34.31,29,F,AR,MD,Gibbsmouth,casual,True,False
CU_002797,2024-02-02,social_media,44.36,18,F,TH,OH,Port Jason,whale,False,True
CU_002798,2024-04-28,social_media,63.9,48,M,SC,NV,Danielbury,casual,True,True
CU_002799,2024-11-29,organic,0.0,31,M,DK,MD,Davidshire,casual,True,True
CU_002800,2024-10-23,organic,0.0,39,F,PW,AZ,Wattsfort,regular,True,True
CU_002801,2024-04-27,organic,0.0,46,M,HU,KY,Brownton,casual,True,False
CU_002802,2024-05-02,organic,0.0,20,F,DZ,MA,Amandamouth,regular,True,True
CU_002803,2024-02-08,affiliate,81.03,18,O,JM,DE,Taylorland,casual,False,True
CU_002804,2024-11-23,affiliate,111.27,33,O,LR,WI,Hollowayberg,regular,True,False
CU_002805,2024-04-19,paid_search,64.96,50,M,TZ,ME,New Christopher,regular,False,False
CU_002806,2024-07-18,paid_search,57.07,28,O,HN,MD,Angelaport,casual,True,True
CU_002807,2024-08-07,social_media,22.65,27,F,FM,AK,Port Kayla,whale,True,True
CU_002808,2024-05-12,social_media,20.66,44,F,ME,VT,Susanstad,casual,True,False
CU_002809,2024-04-14,social_media,40.82,30,F,PE,WA,East Manuel,casual,True,True
CU_002810,2024-10-07,social_media,29.84,56,M,GT,NH,Masonview,casual,False,False
CU_002811,2024-01-02,paid_search,63.23,33,F,IE,PA,East Davidchester,casual,False,True
CU_002812,2024-08-19,social_media,30.3,37,O,NP,MO,Yateshaven,regular,True,True
CU_002813,2024-12-08,affiliate,96.82,26,F,BH,PW,Allenchester,whale,True,True
CU_002814,2024-07-17,affiliate,98.64,42,F,AU,NY,Kristyfort,whale,True,False
CU_002815,2024-11-13,paid_search,95.23,24,M,JM,OK,Cynthialand,regular,False,True
CU_002816,2024-06-24,organic,0.0,24,M,TM,CO,New Erichaven,casual,True,True
CU_002817,2024-04-09,paid_search,76.1,25,O,BT,OK,Bishopborough,casual,True,True
CU_002818,2024-07-18,affiliate,90.44,26,O,GB,CA,Meyersmouth,casual,True,True
CU_002819,2024-03-26,paid_search,45.06,18,O,PG,FM,Lake Mark,casual,True,True
CU_002820,2024-04-26,affiliate,126.14,20,F,EG,SD,Shawnchester,casual,True,True
CU_002821,2024-06-13,affiliate,66.71,37,M,AO,MO,Adamfurt,regular,True,True
CU_002822,2024-10-19,social_media,41.03,46,F,AM,AL,West Ronald,whale,True,True
CU_002823,2024-01-04,social_media,67.01,47,M,IL,PR,New Emily,casual,True,True
CU_002824,2024-09-23,affiliate,57.59,32,M,LR,ND,Valdezborough,regular,True,True
CU_002825,2024-10-09,organic,0.0,30,O,TR,MI,East Kendra,whale,True,True
CU_002826,2024-01-17,paid_search,85.74,26,M,GA,ME,North Anthony,casual,True,False
CU_002827,2024-05-30,organic,0.0,33,M,UY,PR,Port Davidstad,casual,False,True
CU_002828,2024-06-02,paid_search,94.5,25,O,BJ,MD,Sarahborough,casual,True,True
CU_002829,2024-03-19,organic,0.0,39,F,FR,ME,South Vickie,regular,True,True
CU_002830,2024-02-08,affiliate,98.54,30,F,HT,PW,Port Michael,casual,True,True
CU_002831,2024-01-12,paid_search,26.59,31,M,CU,FM,Martinezfurt,casual,True,False
CU_002832,2024-09-25,social_media,49.67,38,F,AR,NV,South Brandon,regular,True,False
CU_002833,2024-06-19,paid_search,36.92,47,O,OM,MO,East Kelli,casual,True,False
CU_002834,2024-04-28,affiliate,34.06,31,O,UA,GU,North Tanyahaven,casual,True,False
CU_002835,2024-02-10,affiliate,99.26,38,O,TT,VA,East Katherineville,regular,False,True
CU_002836,2024-10-09,social_media,31.03,31,F,RW,WA,Karamouth,casual,True,True
CU_002837,2024-08-03,paid_search,31.29,32,O,NI,ID,North Lauren,casual,True,True
CU_002838,2024-10-28,paid_search,37.39,28,M,ML,NJ,Williammouth,casual,True,True
CU_002839,2024-10-04,paid_search,27.87,26,O,AM,AL,Larafurt,regular,False,True
CU_002840,2024-06-20,paid_search,43.87,27,O,BZ,MI,Sonyaland,regular,True,True
CU_002841,2024-01-09,social_media,40.65,40,M,NZ,PR,Jeromeland,casual,True,False
CU_002842,2024-12-15,paid_search,81.23,43,M,CF,SD,Liutown,regular,True,False
CU_002843,2024-10-22,paid_search,93.6,28,M,IS,VA,Brandonbury,casual,True,True
CU_002844,2024-08-08,social_media,28.39,25,M,EE,OK,East Aprilberg,casual,True,True
CU_002845,2024-03-10,social_media,34.79,24,O,MD,NJ,North Caitlynborough,regular,True,True
CU_002846,2024-03-04,social_media,36.93,41,O,SZ,TN,Nathanchester,casual,True,False
CU_002847,2024-07-26,paid_search,77.22,37,O,DJ,MT,East Sharon,casual,True,True
CU_002848,2024-11-24,paid_search,86.09,31,M,CZ,WA,West Natasha,regular,True,True
CU_002849,2024-05-07,affiliate,105.17,41,O,CG,WY,North Tyler,regular,True,False
CU_002850,2024-05-21,paid_search,93.78,35,O,KP,MO,Reginaview,casual,True,True
CU_002851,2024-12-22,social_media,13.4,50,M,VU,MD,Port Anthonytown,casual,True,True
CU_002852,2024-11-27,organic,0.0,43,M,PW,AZ,South Brandon,whale,False,True
CU_002853,2024-07-29,affiliate,64.47,31,F,MT,WV,East Craig,regular,True,True
CU_002854,2024-11-21,social_media,21.4,18,M,MG,MH,North Robert,regular,False,False
CU_002855,2024-12-05,paid_search,44.24,38,F,BI,DE,Marshallchester,regular,True,True
CU_002856,2024-08-09,social_media,24.78,24,M,SO,NV,Port Carrie,casual,True,True
CU_002857,2024-04-14,paid_search,69.27,24,M,DZ,AL,Thomasview,casual,True,True
CU_002858,2024-01-08,paid_search,69.29,43,M,CN,MD,Summerville,casual,True,True
CU_002859,2024-11-25,social_media,20.85,42,F,QA,NM,East Jeffrey,regular,True,False
CU_002860,2024-05-18,organic,0.0,38,M,CO,AS,East Donna,casual,True,True
CU_002861,2024-03-09,social_media,15.05,25,F,CH,CT,Campbellville,casual,True,False
CU_002862,2024-10-09,affiliate,94.75,37,M,HU,IN,Jackport,casual,True,True
CU_002863,2024-05-10,affiliate,73.77,45,O,LS,VT,Barnetthaven,regular,True,True
CU_002864,2024-07-25,paid_search,32.04,28,M,SI,OK,Kathleenberg,casual,True,True
CU_002865,2024-05-05,organic,0.0,28,O,LR,NE,Donnashire,casual,False,False
CU_002866,2024-10-21,social_media,48.54,18,M,LK,PR,Lake Rebeccafurt,regular,True,False
CU_002867,2024-01-02,affiliate,31.58,36,O,ZM,AR,East Alexis,regular,True,True
CU_002868,2024-06-23,organic,0.0,35,M,ZW,AZ,East Randy,regular,True,True
CU_002869,2024-06-05,paid_search,70.71,30,O,AG,OK,Webbstad,casual,True,True
CU_002870,2024-11-17,affiliate,80.33,34,O,ET,SC,Hayesborough,casual,True,True
CU_002871,2024-07-13,paid_search,46.96,35,M,PH,RI,Amyville,regular,True,False
CU_002872,2024-07-01,organic,0.0,38,F,CH,KY,Matthewburgh,casual,True,True
CU_002873,2024-09-09,paid_search,56.92,32,M,IE,MA,Ingrammouth,casual,True,True
CU_002874,2024-03-11,affiliate,65.48,18,M,HR,CT,Kathrynview,casual,True,True
CU_002875,2024-02-07,affiliate,57.0,26,O,BI,WY,Ronaldtown,regular,True,True
CU_002876,2024-04-19,organic,0.0,36,M,ST,DC,East Theresaville,casual,True,True
CU_002877,2024-01-06,paid_search,81.51,25,F,CL,OH,Davidstad,casual,True,False
CU_002878,2024-04-17,paid_search,45.19,45,O,KP,NV,Tranland,regular,True,False
CU_002879,2024-11-02,paid_search,68.36,18,M,SD,HI,Wilkinshaven,casual,True,True
CU_002880,2024-10-04,organic,0.0,41,M,FI,FL,Port Alvin,casual,True,True
CU_002881,2024-01-04,paid_search,86.66,50,M,ES,WA,Aliciaberg,whale,True,False
CU_002882,2024-02-21,organic,0.0,18,M,TM,VI,Port Amandaside,whale,True,True
CU_002883,2024-10-21,affiliate,53.37,31,F,GT,UT,West Erik,casual,False,False
CU_002884,2024-10-11,paid_search,49.89,30,M,KZ,GA,Port Sarah,casual,False,True
CU_002885,2024-12-07,paid_search,36.41,18,M,VC,FL,Garrisonview,regular,True,True
CU_002886,2024-04-01,social_media,20.14,36,M,BE,MO,Peterhaven,casual,True,True
CU_002887,2024-08-18,social_media,19.74,32,M,NL,MH,Mcdonaldberg,casual,True,False
CU_002888,2024-07-06,affiliate,103.15,20,F,WS,ME,North Johnside,casual,True,True
CU_002889,2024-12-18,paid_search,42.27,25,F,SV,ME,Lake Christie,regular,True,True
CU_002890,2024-01-18,paid_search,70.41,31,F,BJ,AR,Taylorfort,casual,True,False
