session_id,customer_id,start_time,device_type,browser,country,end_time,duration_minutes,num_bets,total_wagered,net_result
SES_00001699,CU_001486,2024-05-15 12:08:00,mobile,Safari,SA,2024-05-15 13:48:00,100,6,2686.4399999999996,-881.74
SES_00001700,CU_001486,2024-05-25 14:09:00,mobile,Chrome,SA,2024-05-25 14:54:00,45,4,1329.64,-1329.64
SES_00001701,CU_001486,2024-05-29 13:09:00,mobile,Firefox,SA,2024-05-29 14:05:00,56,10,4838.789999999999,-3328.4300000000003
SES_00001702,CU_001486,2024-06-05 14:13:00,mobile,Chrome,SA,2024-06-05 16:05:00,112,9,2841.1000000000004,-852.03
SES_00001703,CU_001486,2024-06-09 14:28:00,mobile,Safari,SA,2024-06-09 16:04:00,96,7,2484.6400000000003,-396.53999999999985
SES_00001704,CU_001486,2024-06-16 22:27:00,mobile,Chrome,SA,2024-06-16 23:57:00,90,7,2909.3200000000006,1292.39
SES_00001705,CU_001486,2024-06-23 17:53:00,desktop,Chrome,SA,2024-06-23 18:29:00,36,5,1297.17,841.0299999999999
SES_00001706,CU_001486,2024-06-24 14:29:00,desktop,Firefox,SA,2024-06-24 14:49:00,20,3,557.55,13.710000000000036
SES_00001707,CU_001486,2024-06-27 17:39:00,mobile,Safari,SA,2024-06-27 19:36:00,117,10,3572.27,110.49999999999994
SES_00001708,CU_001486,2024-07-01 17:17:00,tablet,Firefox,SA,2024-07-01 19:05:00,108,7,2563.41,-1075.5900000000001
SES_00001709,CU_001486,2024-07-01 19:30:00,mobile,Safari,SA,2024-07-01 19:30:00,0,1,262.99,237.46999999999997
SES_00001710,CU_001486,2024-07-14 18:19:00,mobile,Safari,SA,2024-07-14 19:31:00,72,8,2476.7,-798.24
SES_00001711,CU_001486,2024-07-23 11:18:00,mobile,Safari,SA,2024-07-23 12:28:00,70,6,2739.64,-915.0100000000001
SES_00001712,CU_001486,2024-07-28 22:02:00,mobile,Chrome,SA,2024-07-28 23:32:00,90,7,3290.66,-1078.07
SES_00001713,CU_001486,2024-08-01 11:09:00,desktop,Chrome,SA,2024-08-01 12:21:00,72,11,3989.56,-1802.66
SES_00001714,CU_001486,2024-08-08 23:14:00,tablet,Chrome,SA,2024-08-08 23:36:00,22,3,914.88,39.00999999999999
SES_00001715,CU_001486,2024-08-15 14:13:00,mobile,Safari,SA,2024-08-15 16:01:00,108,8,2044.5699999999997,322.30999999999995
SES_00001716,CU_001486,2024-08-26 15:28:00,desktop,Chrome,SA,2024-08-26 17:25:00,117,10,3359.3199999999997,349.72
SES_00001717,CU_001486,2024-08-26 17:44:00,mobile,Safari,SA,2024-08-26 19:08:00,84,2,869.78,-869.78
SES_00001718,CU_001486,2024-09-04 09:43:00,mobile,Firefox,SA,2024-09-04 10:31:00,48,5,1521.6799999999998,337.27
SES_00001719,CU_001486,2024-09-11 21:39:00,mobile,Firefox,SA,2024-09-11 22:59:00,80,9,2598.88,476.3000000000001
SES_00001720,CU_001486,2024-09-12 00:03:00,mobile,Chrome,SA,2024-09-12 00:12:00,9,2,961.72,-310.0299999999999
SES_00001721,CU_001486,2024-09-26 17:41:00,mobile,Edge,SA,2024-09-26 18:20:00,39,5,1629.8200000000002,1061.01
SES_00001722,CU_001486,2024-09-27 16:11:00,mobile,Chrome,SA,2024-09-27 17:11:00,60,8,2366.5499999999997,1228.99
SES_00001723,CU_001486,2024-10-02 16:53:00,mobile,Chrome,SA,2024-10-02 18:41:00,108,8,3236.2500000000005,891.24
SES_00001724,CU_001486,2024-10-02 19:03:00,mobile,Chrome,SA,2024-10-02 20:22:00,79,4,1634.53,221.49
SES_00001725,CU_001486,2024-11-10 21:13:00,mobile,Chrome,SA,2024-11-10 23:10:00,117,11,3539.01,1267.0499999999997
SES_00001726,CU_001486,2024-11-11 00:13:00,mobile,Safari,SA,2024-11-11 00:13:00,0,1,585.48,-585.48
SES_00001727,CU_001486,2024-11-23 20:49:00,mobile,Firefox,SA,2024-11-23 21:15:00,26,3,1198.29,-608.25
SES_00001728,CU_001486,2024-11-30 11:08:00,tablet,Chrome,SA,2024-11-30 12:00:00,52,6,2377.21,-1681.48
SES_00001729,CU_001510,2024-03-29 19:42:00,mobile,Firefox,SD,2024-03-29 20:04:00,22,3,52.35,41.019999999999996
SES_00001730,CU_001510,2024-03-30 18:41:00,mobile,Edge,SD,2024-03-30 18:47:00,6,2,84.72,82.35
SES_00001731,CU_001510,2024-04-01 20:58:00,mobile,Chrome,SD,2024-04-01 21:24:00,26,3,93.33,65.63000000000001
SES_00001732,CU_001510,2024-04-09 11:51:00,mobile,Chrome,SD,2024-04-09 12:07:00,16,3,74.33,75.75
SES_00001733,CU_001510,2024-04-11 18:29:00,mobile,Safari,SD,2024-04-11 18:29:00,0,1,36.37,36.089999999999996
SES_00001734,CU_001510,2024-04-18 10:04:00,mobile,Chrome,SD,2024-04-18 10:24:00,20,3,147.94,-29.520000000000003
SES_00001735,CU_001510,2024-05-03 13:04:00,mobile,Edge,SD,2024-05-03 13:04:00,0,1,50.6,50.10999999999999
SES_00001736,CU_001510,2024-05-17 16:09:00,mobile,Chrome,SD,2024-05-17 16:27:00,18,2,54.39,-35.0
SES_00001737,CU_001510,2024-05-27 12:40:00,mobile,Chrome,SD,2024-05-27 13:08:00,28,3,147.14999999999998,-147.14999999999998
SES_00001738,CU_001510,2024-05-29 18:49:00,tablet,Chrome,SD,2024-05-29 19:09:00,20,2,31.11,11.42
SES_00001739,CU_001510,2024-07-11 16:59:00,mobile,Chrome,SD,2024-07-11 16:59:00,0,1,8.78,7.33
SES_00001740,CU_001510,2024-07-22 17:34:00,mobile,Chrome,SD,2024-07-22 17:48:00,14,3,126.71,-126.71
SES_00001741,CU_001510,2024-08-06 18:34:00,tablet,Edge,SD,2024-08-06 18:48:00,14,2,80.93,24.68
SES_00001742,CU_001510,2024-08-19 18:57:00,mobile,Firefox,SD,2024-08-19 19:25:00,28,3,120.13000000000001,-7.539999999999999
SES_00001743,CU_001510,2024-09-02 22:36:00,mobile,Chrome,SD,2024-09-02 22:48:00,12,2,79.72,-30.03
SES_00001744,CU_001510,2024-10-18 13:28:00,mobile,Chrome,SD,2024-10-18 14:08:00,40,3,71.50999999999999,-9.43
SES_00001745,CU_001510,2024-10-22 14:56:00,mobile,Firefox,SD,2024-10-22 15:09:00,13,2,90.55000000000001,-90.55000000000001
SES_00001746,CU_001510,2024-12-28 13:00:00,desktop,Chrome,SD,2024-12-28 13:18:00,18,2,76.09,-32.489999999999995
SES_00001747,CU_001530,2024-12-29 21:38:00,mobile,Edge,ID,2024-12-29 23:03:00,85,8,3413.05,394.22000000000037
SES_00001748,CU_001531,2024-04-17 23:09:00,tablet,Safari,EG,2024-04-17 23:09:00,0,1,60.81,57.67999999999999
SES_00001749,CU_001531,2024-04-26 11:46:00,mobile,Chrome,EG,2024-04-26 12:05:00,19,2,63.42,18.700000000000003
SES_00001750,CU_001531,2024-05-02 20:30:00,mobile,Edge,EG,2024-05-02 20:35:00,5,2,105.25999999999999,101.41
SES_00001751,CU_001531,2024-05-22 23:48:00,mobile,Safari,EG,2024-05-23 00:08:00,20,2,30.740000000000002,-30.740000000000002
SES_00001752,CU_001531,2024-05-30 19:37:00,mobile,Chrome,EG,2024-05-30 19:51:00,14,3,103.88,3.769999999999996
SES_00001753,CU_001531,2024-06-13 12:36:00,mobile,Firefox,EG,2024-06-13 12:55:00,19,2,100.52,-25.14
SES_00001754,CU_001531,2024-06-20 15:03:00,mobile,Chrome,EG,2024-06-20 15:09:00,6,2,97.6,-97.6
SES_00001755,CU_001531,2024-08-18 21:50:00,mobile,Chrome,EG,2024-08-18 22:00:00,10,3,119.72,127.54
SES_00001756,CU_001531,2024-08-22 14:39:00,tablet,Safari,EG,2024-08-22 14:39:00,0,1,21.05,24.73
SES_00001757,CU_001531,2024-08-31 11:43:00,mobile,Chrome,EG,2024-08-31 12:13:00,30,3,89.93,57.36
SES_00001758,CU_001531,2024-09-15 16:43:00,mobile,Safari,EG,2024-09-15 17:11:00,28,3,129.85,41.23999999999999
SES_00001759,CU_001533,2024-03-25 13:22:00,mobile,Safari,CH,2024-03-25 13:22:00,0,1,11.93,13.469999999999999
SES_00001760,CU_001533,2024-05-14 20:23:00,mobile,Chrome,CH,2024-05-14 20:23:00,0,1,31.83,-31.83
SES_00001761,CU_001533,2024-05-31 12:30:00,desktop,Firefox,CH,2024-05-31 12:46:00,16,2,60.81,-25.86
SES_00001762,CU_001533,2024-06-03 13:04:00,mobile,Chrome,CH,2024-06-03 13:14:00,10,2,57.25,-21.049999999999994
SES_00001763,CU_001533,2024-07-04 10:20:00,mobile,Safari,CH,2024-07-04 10:58:00,38,3,101.25,-17.310000000000002
SES_00001764,CU_001533,2024-07-26 16:30:00,desktop,Safari,CH,2024-07-26 16:49:00,19,2,90.72999999999999,-90.72999999999999
SES_00001765,CU_001533,2024-08-13 12:31:00,mobile,Chrome,CH,2024-08-13 12:31:00,0,1,54.14,44.510000000000005
SES_00001766,CU_001533,2024-10-01 17:38:00,mobile,Chrome,CH,2024-10-01 17:38:00,0,1,35.72,41.230000000000004
SES_00001767,CU_001533,2024-10-02 10:10:00,desktop,Chrome,CH,2024-10-02 10:10:00,0,1,8.46,9.169999999999998
SES_00001768,CU_001533,2024-11-12 20:00:00,mobile,Chrome,CH,2024-11-12 20:18:00,18,3,154.9,46.29
SES_00001769,CU_001533,2024-12-05 20:30:00,mobile,Firefox,CH,2024-12-05 20:30:00,0,1,56.56,54.81
SES_00001770,CU_001534,2024-05-18 23:23:00,mobile,Safari,VE,2024-05-18 23:53:00,30,4,447.48999999999995,-75.20999999999998
SES_00001771,CU_001534,2024-05-31 21:51:00,mobile,Chrome,VE,2024-05-31 22:10:00,19,2,213.82999999999998,-213.82999999999998
SES_00001772,CU_001534,2024-06-12 12:51:00,mobile,Safari,VE,2024-06-12 13:11:00,20,2,102.71000000000001,-4.740000000000002
SES_00001773,CU_001534,2024-06-22 14:31:00,mobile,Chrome,VE,2024-06-22 14:55:00,24,3,380.4,-36.33000000000001
SES_00001774,CU_001534,2024-06-23 20:23:00,desktop,Chrome,VE,2024-06-23 20:38:00,15,2,87.19,-87.19
SES_00001775,CU_001534,2024-07-06 13:01:00,mobile,Chrome,VE,2024-07-06 13:16:00,15,2,197.97,194.82999999999998
SES_00001776,CU_001534,2024-08-08 19:42:00,mobile,Safari,VE,2024-08-08 20:14:00,32,3,145.29,-14.489999999999991
SES_00001777,CU_001534,2024-09-08 20:28:00,mobile,Firefox,VE,2024-09-08 20:45:00,17,2,81.18,-81.18
SES_00001778,CU_001534,2024-10-05 22:47:00,desktop,Firefox,VE,2024-10-05 23:01:00,14,2,159.6,159.8
SES_00001779,CU_001534,2024-10-11 13:27:00,mobile,Chrome,VE,2024-10-11 13:51:00,24,4,536.5799999999999,548.02
SES_00001780,CU_001534,2024-10-16 19:49:00,desktop,Chrome,VE,2024-10-16 21:14:00,85,6,566.9100000000001,-295.81
SES_00001781,CU_001534,2024-11-12 20:00:00,tablet,Chrome,VE,2024-11-12 20:22:00,22,3,291.22,65.02000000000001
SES_00001782,CU_001534,2024-12-23 12:41:00,mobile,Chrome,VE,2024-12-23 14:11:00,90,6,849.39,-551.9
SES_00001783,CU_001535,2024-02-27 21:22:00,desktop,Chrome,SK,2024-02-27 22:47:00,85,6,541.33,-385.38000000000005
SES_00001784,CU_001535,2024-02-29 16:23:00,mobile,Firefox,SK,2024-02-29 16:29:00,6,2,264.98,64.14000000000001
SES_00001785,CU_001535,2024-03-10 17:46:00,mobile,Firefox,SK,2024-03-10 18:58:00,72,6,767.65,293.43
SES_00001786,CU_001535,2024-03-21 12:28:00,tablet,Chrome,SK,2024-03-21 12:44:00,16,2,160.01,2.480000000000004
SES_00001787,CU_001535,2024-03-24 15:41:00,mobile,Safari,SK,2024-03-24 15:59:00,18,4,367.76,-260.14
SES_00001788,CU_001535,2024-04-05 23:43:00,mobile,Chrome,SK,2024-04-06 00:28:00,45,6,471.13,165.37999999999994
SES_00001789,CU_001535,2024-04-25 10:29:00,mobile,Chrome,SK,2024-04-25 11:05:00,36,5,662.0400000000001,90.04
SES_00001790,CU_001535,2024-04-26 10:32:00,mobile,Chrome,SK,2024-04-26 10:48:00,16,3,443.26,-59.33000000000001
SES_00001791,CU_001535,2024-05-07 09:42:00,mobile,Chrome,SK,2024-05-07 10:09:00,27,4,281.87,40.54000000000002
SES_00001792,CU_001535,2024-05-26 18:00:00,mobile,Firefox,SK,2024-05-26 18:33:00,33,4,391.63,-226.11
SES_00001793,CU_001535,2024-06-10 17:26:00,desktop,Chrome,SK,2024-06-10 18:08:00,42,5,548.26,-166.09999999999997
SES_00001794,CU_001535,2024-06-20 15:43:00,mobile,Safari,SK,2024-06-20 16:11:00,28,3,351.25,-137.52
SES_00001795,CU_001535,2024-07-07 19:40:00,mobile,Firefox,SK,2024-07-07 19:53:00,13,2,203.41,143.03
SES_00001796,CU_001535,2024-07-11 23:53:00,mobile,Firefox,SK,2024-07-12 00:35:00,42,5,515.5,54.849999999999994
SES_00001797,CU_001535,2024-08-18 21:01:00,mobile,Safari,SK,2024-08-18 21:49:00,48,4,434.40999999999997,351.48
SES_00001798,CU_001535,2024-08-21 09:28:00,mobile,Safari,SK,2024-08-21 09:44:00,16,2,318.5,274.11
SES_00001799,CU_001535,2024-08-28 10:04:00,mobile,Chrome,SK,2024-08-28 11:24:00,80,6,619.46,-538.79
SES_00001800,CU_001535,2024-09-07 13:00:00,mobile,Firefox,SK,2024-09-07 14:20:00,80,6,632.84,79.53999999999996
SES_00001801,CU_001535,2024-09-12 22:21:00,mobile,Chrome,SK,2024-09-12 22:54:00,33,4,511.67999999999995,185.45
SES_00001802,CU_001535,2024-09-21 14:06:00,mobile,Firefox,SK,2024-09-21 14:22:00,16,2,249.45999999999998,98.70000000000003
SES_00001803,CU_001535,2024-09-28 21:07:00,tablet,Chrome,SK,2024-09-28 21:23:00,16,2,141.69,150.09
SES_00001804,CU_001535,2024-10-19 14:15:00,mobile,Chrome,SK,2024-10-19 15:06:00,51,5,377.72,-20.689999999999976
SES_00001805,CU_001535,2024-11-01 23:29:00,mobile,Safari,SK,2024-11-01 23:59:00,30,3,185.85,-6.1299999999999955
SES_00001806,CU_001535,2024-11-02 22:00:00,tablet,Safari,SK,2024-11-02 22:51:00,51,5,578.06,385.8299999999999
SES_00001807,CU_001535,2024-12-08 18:04:00,mobile,Chrome,SK,2024-12-08 18:43:00,39,4,437.92999999999995,-437.92999999999995
SES_00001808,CU_001545,2024-12-12 23:47:00,tablet,Safari,KW,2024-12-13 00:07:00,20,4,340.31,-234.95
SES_00001809,CU_001545,2024-12-23 23:48:00,mobile,Chrome,KW,2024-12-24 00:42:00,54,5,437.31000000000006,220.52999999999997
SES_00001810,CU_001555,2024-10-21 15:05:00,mobile,Chrome,MN,2024-10-21 17:04:00,119,11,3292.27,128.1399999999999
SES_00001811,CU_001555,2024-10-23 16:14:00,mobile,Chrome,MN,2024-10-23 17:38:00,84,8,1921.2199999999998,587.53
SES_00001812,CU_001555,2024-10-23 18:38:00,mobile,Chrome,MN,2024-10-23 19:05:00,27,2,755.1600000000001,142.67000000000002
SES_00001813,CU_001555,2024-10-30 16:12:00,desktop,Edge,MN,2024-10-30 16:44:00,32,5,1368.39,-202.20000000000007
SES_00001814,CU_001555,2024-11-01 10:19:00,mobile,Edge,MN,2024-11-01 11:04:00,45,6,2103.6800000000003,105.08999999999997
SES_00001815,CU_001555,2024-11-09 21:02:00,desktop,Chrome,MN,2024-11-09 23:02:00,120,9,2944.47,876.28
SES_00001816,CU_001555,2024-11-09 23:08:00,desktop,Safari,MN,2024-11-09 23:58:00,50,3,1257.12,958.4300000000001
SES_00001817,CU_001555,2024-11-13 18:12:00,tablet,Firefox,MN,2024-11-13 20:12:00,120,11,3465.6600000000003,104.09000000000009
SES_00001818,CU_001555,2024-11-22 23:38:00,mobile,Chrome,MN,2024-11-23 01:38:00,120,10,2925.9,-1526.3200000000002
SES_00001819,CU_001555,2024-11-23 01:51:00,mobile,Chrome,MN,2024-11-23 01:53:00,2,2,373.15,9.450000000000017
SES_00001820,CU_001555,2024-11-30 17:54:00,mobile,Chrome,MN,2024-11-30 19:51:00,117,10,3775.6000000000004,-158.1500000000001
SES_00001821,CU_001555,2024-12-07 10:23:00,desktop,Chrome,MN,2024-12-07 10:49:00,26,3,864.68,107.73999999999998
SES_00001822,CU_001555,2024-12-08 11:18:00,mobile,Safari,MN,2024-12-08 12:53:00,95,9,3327.5599999999995,-299.75
SES_00001823,CU_001555,2024-12-08 13:38:00,mobile,Chrome,MN,2024-12-08 13:42:00,4,2,669.44,221.50000000000003
SES_00001824,CU_001555,2024-12-14 22:19:00,mobile,Chrome,MN,2024-12-14 23:01:00,42,4,1100.12,-330.29999999999995
SES_00001825,CU_001555,2024-12-18 22:48:00,desktop,Safari,MN,2024-12-19 00:40:00,112,8,2662.68,-1066.74
SES_00001826,CU_001555,2024-12-21 22:52:00,mobile,Chrome,MN,2024-12-21 23:16:00,24,3,835.58,-50.25999999999999
SES_00001827,CU_001555,2024-12-26 17:50:00,mobile,Safari,MN,2024-12-26 18:41:00,51,4,1213.16,-156.97000000000008
SES_00001828,CU_001555,2024-12-30 18:30:00,mobile,Edge,MN,2024-12-30 19:30:00,60,5,2290.8100000000004,-140.12
SES_00001829,CU_001568,2024-05-19 11:31:00,mobile,Chrome,BA,2024-05-19 11:43:00,12,2,83.0,70.78
SES_00001830,CU_001568,2024-06-03 15:30:00,mobile,Chrome,BA,2024-06-03 15:36:00,6,2,104.18,-24.410000000000004
SES_00001831,CU_001568,2024-06-14 10:30:00,desktop,Chrome,BA,2024-06-14 10:45:00,15,2,76.07,81.66
SES_00001832,CU_001568,2024-06-21 12:05:00,mobile,Chrome,BA,2024-06-21 12:20:00,15,2,47.0,23.450000000000006
SES_00001833,CU_001568,2024-10-11 20:40:00,mobile,Chrome,BA,2024-10-11 21:08:00,28,3,101.4,-101.4
SES_00001834,CU_001568,2024-11-22 20:24:00,mobile,Safari,BA,2024-11-22 20:40:00,16,2,63.0,37.010000000000005
SES_00001835,CU_001574,2024-10-05 17:52:00,mobile,Firefox,TO,2024-10-05 17:52:00,0,1,27.02,-27.02
SES_00001836,CU_001574,2024-10-09 09:51:00,mobile,Chrome,TO,2024-10-09 09:51:00,0,1,53.92,57.28
SES_00001837,CU_001574,2024-10-12 22:31:00,mobile,Chrome,TO,2024-10-12 22:31:00,0,1,23.34,-23.34
SES_00001838,CU_001574,2024-11-09 13:57:00,mobile,Safari,TO,2024-11-09 14:16:00,19,2,56.17,-30.23
SES_00001839,CU_001588,2024-09-28 22:38:00,desktop,Chrome,PW,2024-09-28 23:02:00,24,3,343.46000000000004,104.18999999999998
SES_00001840,CU_001588,2024-10-08 18:29:00,tablet,Safari,PW,2024-10-08 20:09:00,100,6,525.81,124.65999999999998
SES_00001841,CU_001588,2024-10-18 14:55:00,mobile,Chrome,PW,2024-10-18 15:43:00,48,6,817.65,634.77
SES_00001842,CU_001588,2024-10-27 13:08:00,desktop,Firefox,PW,2024-10-27 14:02:00,54,6,403.42999999999995,-72.97
SES_00001843,CU_001588,2024-11-10 16:27:00,desktop,Safari,PW,2024-11-10 16:39:00,12,3,320.65,-234.05
SES_00001844,CU_001588,2024-11-14 19:19:00,desktop,Edge,PW,2024-11-14 19:41:00,22,4,262.59,146.48000000000002
SES_00001845,CU_001588,2024-11-16 16:40:00,mobile,Firefox,PW,2024-11-16 18:00:00,80,6,729.98,-23.830000000000013
SES_00001846,CU_001588,2024-11-18 11:23:00,mobile,Firefox,PW,2024-11-18 12:03:00,40,4,385.64,23.390000000000015
SES_00001847,CU_001588,2024-12-05 12:48:00,mobile,Chrome,PW,2024-12-05 13:08:00,20,3,373.87,-57.48000000000002
SES_00001848,CU_001588,2024-12-08 12:04:00,desktop,Safari,PW,2024-12-08 12:52:00,48,4,503.19000000000005,478.96999999999997
SES_00001849,CU_001588,2024-12-16 13:39:00,desktop,Chrome,PW,2024-12-16 14:27:00,48,4,452.19,-222.5
SES_00001850,CU_001588,2024-12-26 16:58:00,mobile,Chrome,PW,2024-12-26 17:46:00,48,5,577.82,335.6600000000001
SES_00001851,CU_001607,2024-12-13 13:36:00,mobile,Chrome,LS,2024-12-13 14:40:00,64,5,375.95000000000005,265.24
SES_00001852,CU_001607,2024-12-22 14:59:00,mobile,Firefox,LS,2024-12-22 15:14:00,15,2,282.99,-282.99
SES_00001853,CU_001607,2024-12-26 09:07:00,mobile,Chrome,LS,2024-12-26 09:43:00,36,4,430.74,-63.01000000000002
SES_00001854,CU_001614,2024-09-14 21:42:00,mobile,Chrome,EE,2024-09-14 21:42:00,0,1,50.83,55.290000000000006
SES_00001855,CU_001614,2024-11-20 21:22:00,mobile,Firefox,EE,2024-11-20 21:54:00,32,3,124.67,116.35999999999999
SES_00001856,CU_001614,2024-12-07 21:16:00,mobile,Edge,EE,2024-12-07 21:24:00,8,2,100.75,-16.75
SES_00001857,CU_001614,2024-12-14 14:23:00,mobile,Chrome,EE,2024-12-14 14:39:00,16,2,67.27,-67.27
SES_00001858,CU_001614,2024-12-22 10:33:00,mobile,Chrome,EE,2024-12-22 10:53:00,20,3,85.65,54.0
SES_00001859,CU_001623,2024-11-15 12:18:00,tablet,Chrome,DE,2024-11-15 12:18:00,0,1,9.64,10.39
SES_00001860,CU_001623,2024-11-28 15:27:00,desktop,Firefox,DE,2024-11-28 15:40:00,13,3,97.04,-71.92
SES_00001861,CU_001623,2024-12-07 17:15:00,mobile,Chrome,DE,2024-12-07 17:31:00,16,2,36.05,1.1999999999999993
SES_00001862,CU_001623,2024-12-17 20:35:00,desktop,Chrome,DE,2024-12-17 20:53:00,18,3,86.44999999999999,-14.509999999999998
SES_00001863,CU_001623,2024-12-18 16:21:00,tablet,Firefox,DE,2024-12-18 16:37:00,16,2,65.55,59.90999999999999
SES_00001864,CU_001623,2024-12-22 13:57:00,mobile,Chrome,DE,2024-12-22 14:03:00,6,2,69.9,12.970000000000006
SES_00001865,CU_001657,2024-04-15 22:40:00,desktop,Firefox,FM,2024-04-15 23:04:00,24,3,158.51999999999998,-77.39999999999999
SES_00001866,CU_001657,2024-04-28 19:58:00,mobile,Chrome,FM,2024-04-28 20:16:00,18,3,158.8,163.78
SES_00001867,CU_001657,2024-05-28 17:45:00,tablet,Chrome,FM,2024-05-28 18:21:00,36,3,81.28,47.160000000000004
SES_00001868,CU_001657,2024-06-19 23:14:00,tablet,Chrome,FM,2024-06-19 23:48:00,34,3,82.06,59.11
SES_00001869,CU_001657,2024-06-20 23:37:00,mobile,Edge,FM,2024-06-20 23:46:00,9,2,41.09,26.349999999999994
SES_00001870,CU_001657,2024-07-10 19:31:00,mobile,Chrome,FM,2024-07-10 19:49:00,18,2,97.69999999999999,-97.69999999999999
SES_00001871,CU_001657,2024-07-23 17:04:00,mobile,Chrome,FM,2024-07-23 17:12:00,8,2,49.25,-25.6
SES_00001872,CU_001657,2024-08-05 20:56:00,mobile,Firefox,FM,2024-08-05 21:36:00,40,3,139.07,-68.65
SES_00001873,CU_001657,2024-08-06 11:36:00,tablet,Safari,FM,2024-08-06 11:36:00,0,1,35.17,40.230000000000004
SES_00001874,CU_001657,2024-08-30 21:58:00,mobile,Safari,FM,2024-08-30 22:26:00,28,3,41.85,-4.920000000000002
SES_00001875,CU_001657,2024-09-02 17:41:00,mobile,Chrome,FM,2024-09-02 17:48:00,7,2,50.68,43.43
SES_00001876,CU_001657,2024-09-07 10:17:00,mobile,Chrome,FM,2024-09-07 10:49:00,32,3,130.07,56.51000000000001
SES_00001877,CU_001657,2024-10-15 11:19:00,mobile,Chrome,FM,2024-10-15 11:32:00,13,2,66.75,-30.67
SES_00001878,CU_001657,2024-11-24 22:42:00,mobile,Firefox,FM,2024-11-24 23:10:00,28,3,138.01,-27.82999999999999
SES_00001879,CU_001657,2024-12-07 10:06:00,mobile,Chrome,FM,2024-12-07 10:06:00,0,1,52.94,61.650000000000006
SES_00001880,CU_001669,2024-07-29 21:00:00,tablet,Chrome,SB,2024-07-29 21:05:00,5,2,31.96,15.240000000000004
SES_00001881,CU_001669,2024-08-16 18:10:00,desktop,Chrome,SB,2024-08-16 18:15:00,5,2,57.96,53.78
SES_00001882,CU_001669,2024-08-26 23:21:00,mobile,Firefox,SB,2024-08-26 23:36:00,15,2,67.5,-30.150000000000002
SES_00001883,CU_001669,2024-09-01 21:49:00,mobile,Firefox,SB,2024-09-01 21:49:00,0,1,61.6,-61.6
SES_00001884,CU_001669,2024-09-11 13:22:00,mobile,Chrome,SB,2024-09-11 13:36:00,14,3,88.53999999999999,-21.339999999999996
SES_00001885,CU_001669,2024-10-19 16:45:00,mobile,Firefox,SB,2024-10-19 17:23:00,38,3,91.71,-18.399999999999995
SES_00001886,CU_001669,2024-12-18 20:03:00,mobile,Safari,SB,2024-12-18 20:27:00,24,3,108.44,108.21000000000001
SES_00001887,CU_001669,2024-12-30 14:09:00,mobile,Chrome,SB,2024-12-30 14:28:00,19,3,116.32000000000001,49.0
SES_00001888,CU_001692,2024-08-06 13:55:00,desktop,Firefox,TL,2024-08-06 14:08:00,13,2,58.29,14.779999999999994
SES_00001889,CU_001692,2024-08-23 20:36:00,mobile,Safari,TL,2024-08-23 20:45:00,9,2,107.84,120.44999999999999
SES_00001890,CU_001692,2024-09-06 12:52:00,desktop,Safari,TL,2024-09-06 13:06:00,14,3,65.71,-29.919999999999998
SES_00001891,CU_001692,2024-09-22 18:04:00,mobile,Firefox,TL,2024-09-22 18:34:00,30,3,117.15,-55.910000000000004
SES_00001892,CU_001692,2024-10-05 12:35:00,mobile,Chrome,TL,2024-10-05 12:53:00,18,3,100.93,-51.78000000000001
SES_00001893,CU_001692,2024-11-08 20:36:00,mobile,Safari,TL,2024-11-08 20:36:00,0,1,10.88,-10.88
SES_00001894,CU_001692,2024-12-18 23:54:00,desktop,Chrome,TL,2024-12-19 00:04:00,10,2,64.86,-27.52
SES_00001895,CU_001693,2024-03-01 18:59:00,mobile,Chrome,LK,2024-03-01 19:29:00,30,4,395.88,-96.69000000000003
SES_00001896,CU_001693,2024-03-07 14:31:00,mobile,Chrome,LK,2024-03-07 14:39:00,8,2,300.38,18.930000000000007
SES_00001897,CU_001693,2024-03-16 14:45:00,mobile,Chrome,LK,2024-03-16 16:25:00,100,6,556.4599999999999,103.36999999999996
SES_00001898,CU_001693,2024-03-17 11:37:00,mobile,Edge,LK,2024-03-17 12:10:00,33,5,619.47,226.79
SES_00001899,CU_001693,2024-03-21 10:00:00,mobile,Chrome,LK,2024-03-21 10:44:00,44,6,548.25,-235.51
SES_00001900,CU_001693,2024-03-25 21:05:00,mobile,Chrome,LK,2024-03-25 22:05:00,60,5,619.72,-382.19
SES_00001901,CU_001693,2024-04-01 17:00:00,desktop,Chrome,LK,2024-04-01 17:38:00,38,3,437.19000000000005,-437.19000000000005
SES_00001902,CU_001693,2024-04-05 12:56:00,tablet,Firefox,LK,2024-04-05 13:34:00,38,3,186.97,112.27000000000001
SES_00001903,CU_001693,2024-04-08 16:16:00,mobile,Firefox,LK,2024-04-08 16:44:00,28,4,551.7,-201.32000000000002
SES_00001904,CU_001693,2024-04-09 15:32:00,mobile,Chrome,LK,2024-04-09 15:42:00,10,3,357.9,-357.9
SES_00001905,CU_001693,2024-04-10 10:43:00,mobile,Safari,LK,2024-04-10 11:13:00,30,4,533.02,-261.22
SES_00001906,CU_001693,2024-05-13 16:45:00,tablet,Chrome,LK,2024-05-13 17:39:00,54,6,652.46,-109.89999999999998
SES_00001907,CU_001693,2024-06-19 19:06:00,tablet,Firefox,LK,2024-06-19 19:44:00,38,6,761.78,-145.08000000000007
