transaction_id,customer_id,transaction_type,amount,transaction_date,payment_method,is_first_deposit
TXN_00001063,CU_001746,deposit,204.16,2024-02-28,debit_card,False
TXN_00001064,CU_001746,deposit,102.36,2024-03-13,paypal,False
TXN_00001065,CU_001746,deposit,186.56,2024-03-28,debit_card,False
TXN_00001066,CU_001746,withdrawal,312.33,2024-04-06,debit_card,False
TXN_00001067,CU_001746,deposit,113.58,2024-06-07,paypal,False
TXN_00001068,CU_001746,deposit,149.36,2024-06-12,bank_transfer,False
TXN_00001069,CU_001746,deposit,245.91,2024-06-16,credit_card,False
TXN_00001070,CU_001746,deposit,370.84,2024-07-31,bank_transfer,False
TXN_00001071,CU_001746,withdrawal,438.75,2024-08-08,debit_card,False
TXN_00001072,CU_001746,deposit,199.1,2024-08-31,credit_card,False
TXN_00001073,CU_001746,withdrawal,469.35,2024-12-06,debit_card,False
TXN_00001074,CU_001746,withdrawal,419.8,2024-12-30,debit_card,False
TXN_00001075,CU_001752,deposit,67.09,2024-11-06,bank_transfer,True
TXN_00001076,CU_001780,deposit,46.39,2024-03-23,credit_card,True
TXN_00001077,CU_001780,withdrawal,87.84,2024-03-23,paypal,False
TXN_00001078,CU_001780,deposit,35.86,2024-04-28,debit_card,False
TXN_00001079,CU_001780,deposit,49.07,2024-06-23,debit_card,False
TXN_00001080,CU_001780,withdrawal,118.26,2024-07-08,debit_card,False
TXN_00001081,CU_001780,deposit,103.08,2024-09-10,paypal,False
TXN_00001082,CU_001780,deposit,102.29,2024-11-28,bank_transfer,False
TXN_00001083,CU_001780,deposit,43.3,2024-12-23,paypal,False
TXN_00001084,CU_001789,deposit,78.06,2024-04-12,credit_card,True
TXN_00001085,CU_001789,deposit,94.76,2024-05-21,paypal,False
TXN_00001086,CU_001789,deposit,36.64,2024-06-08,paypal,False
TXN_00001087,CU_001789,deposit,60.23,2024-08-27,credit_card,False
TXN_00001088,CU_001789,deposit,91.03,2024-09-07,bank_transfer,False
TXN_00001089,CU_001789,deposit,95.27,2024-10-20,debit_card,False
TXN_00001090,CU_001789,deposit,107.98,2024-12-30,paypal,False
TXN_00001091,CU_001799,deposit,80.56,2024-09-18,credit_card,True
TXN_00001092,CU_001799,deposit,100.43,2024-12-09,bank_transfer,False
TXN_00001093,CU_001813,deposit,424.48,2024-02-13,debit_card,True
TXN_00001094,CU_001813,deposit,333.21,2024-02-13,bank_transfer,False
TXN_00001095,CU_001813,deposit,339.57,2024-04-30,credit_card,False
TXN_00001096,CU_001813,withdrawal,363.49,2024-05-07,paypal,False
TXN_00001097,CU_001813,deposit,352.22,2024-05-19,bank_transfer,False
TXN_00001098,CU_001813,deposit,347.3,2024-06-08,credit_card,False
TXN_00001099,CU_001813,deposit,267.21,2024-06-22,credit_card,False
TXN_00001100,CU_001813,deposit,232.5,2024-06-23,debit_card,False
TXN_00001101,CU_001813,withdrawal,213.73,2024-07-27,debit_card,False
TXN_00001102,CU_001813,deposit,122.84,2024-08-13,credit_card,False
TXN_00001103,CU_001813,withdrawal,313.48,2024-08-31,paypal,False
TXN_00001104,CU_001813,deposit,207.15,2024-09-29,credit_card,False
TXN_00001105,CU_001813,deposit,193.35,2024-10-12,debit_card,False
TXN_00001106,CU_001813,deposit,233.62,2024-12-14,paypal,False
TXN_00001107,CU_001815,deposit,59.33,2024-07-26,paypal,True
TXN_00001108,CU_001815,deposit,86.3,2024-12-25,paypal,False
TXN_00001109,CU_001826,deposit,53.56,2024-02-13,bank_transfer,True
TXN_00001110,CU_001826,withdrawal,118.18,2024-03-23,debit_card,False
TXN_00001111,CU_001826,deposit,48.86,2024-04-06,credit_card,False
TXN_00001112,CU_001826,deposit,138.89,2024-05-11,bank_transfer,False
TXN_00001113,CU_001826,withdrawal,175.06,2024-06-10,paypal,False
TXN_00001114,CU_001826,deposit,41.54,2024-09-08,paypal,False
TXN_00001115,CU_001826,deposit,67.64,2024-12-18,bank_transfer,False
TXN_00001116,CU_001844,deposit,70.4,2024-05-17,credit_card,True
TXN_00001117,CU_001844,deposit,129.31,2024-06-10,paypal,False
TXN_00001118,CU_001844,withdrawal,52.12,2024-06-17,paypal,False
TXN_00001119,CU_001844,deposit,96.71,2024-07-21,debit_card,False
TXN_00001120,CU_001844,deposit,54.02,2024-11-02,debit_card,False
TXN_00001121,CU_001844,deposit,113.69,2024-11-07,paypal,False
TXN_00001122,CU_001865,deposit,376.41,2024-01-23,bank_transfer,True
TXN_00001123,CU_001865,deposit,118.62,2024-03-04,credit_card,False
TXN_00001124,CU_001865,deposit,367.66,2024-03-19,paypal,False
TXN_00001125,CU_001865,deposit,222.92,2024-03-21,bank_transfer,False
TXN_00001126,CU_001865,withdrawal,158.23,2024-04-06,credit_card,False
TXN_00001127,CU_001865,deposit,120.8,2024-06-19,bank_transfer,False
TXN_00001128,CU_001865,withdrawal,504.03,2024-08-09,bank_transfer,False
TXN_00001129,CU_001865,withdrawal,183.15,2024-09-21,bank_transfer,False
TXN_00001130,CU_001865,deposit,140.18,2024-12-07,debit_card,False
TXN_00001131,CU_001865,withdrawal,384.92,2024-12-17,bank_transfer,False
TXN_00001132,CU_001871,deposit,99.26,2024-09-09,bank_transfer,True
TXN_00001133,CU_001871,deposit,114.95,2024-09-16,debit_card,False
TXN_00001134,CU_001871,deposit,54.52,2024-09-29,bank_transfer,False
TXN_00001135,CU_001871,withdrawal,82.74,2024-10-02,credit_card,False
TXN_00001136,CU_001871,withdrawal,159.83,2024-12-02,debit_card,False
TXN_00001137,CU_001878,deposit,86.71,2024-06-19,debit_card,True
TXN_00001138,CU_001878,deposit,137.25,2024-07-12,bank_transfer,False
TXN_00001139,CU_001878,withdrawal,145.55,2024-08-24,debit_card,False
TXN_00001140,CU_001878,deposit,130.34,2024-08-31,credit_card,False
TXN_00001141,CU_001878,deposit,34.27,2024-10-25,credit_card,False
TXN_00001142,CU_001878,deposit,110.34,2024-11-29,paypal,False
TXN_00001143,CU_001889,deposit,82.16,2024-12-26,debit_card,True
TXN_00001144,CU_001892,deposit,90.31,2024-08-11,bank_transfer,True
TXN_00001145,CU_001892,deposit,128.87,2024-09-29,debit_card,False
TXN_00001146,CU_001892,deposit,106.64,2024-12-09,paypal,False
TXN_00001147,CU_001910,deposit,129.72,2024-03-23,credit_card,True
TXN_00001148,CU_001910,deposit,281.11,2024-03-23,debit_card,False
TXN_00001149,CU_001910,withdrawal,273.01,2024-04-11,paypal,False
TXN_00001150,CU_001910,deposit,100.03,2024-04-13,bank_transfer,False
TXN_00001151,CU_001910,deposit,306.33,2024-04-22,credit_card,False
TXN_00001152,CU_001910,deposit,305.66,2024-05-02,bank_transfer,False
TXN_00001153,CU_001910,deposit,196.67,2024-06-06,bank_transfer,False
TXN_00001154,CU_001910,deposit,378.54,2024-06-18,paypal,False
TXN_00001155,CU_001910,deposit,344.72,2024-06-25,credit_card,False
TXN_00001156,CU_001910,deposit,217.29,2024-06-26,paypal,False
TXN_00001157,CU_001910,deposit,261.43,2024-08-14,credit_card,False
TXN_00001158,CU_001910,withdrawal,386.89,2024-09-12,paypal,False
TXN_00001159,CU_001910,withdrawal,570.14,2024-10-28,paypal,False
TXN_00001160,CU_001910,deposit,139.43,2024-12-16,credit_card,False
TXN_00001161,CU_001916,deposit,64.11,2024-02-26,paypal,True
TXN_00001162,CU_001916,withdrawal,78.25,2024-06-11,credit_card,False
TXN_00001163,CU_001916,withdrawal,150.77,2024-07-10,bank_transfer,False
TXN_00001164,CU_001916,withdrawal,95.4,2024-07-25,credit_card,False
TXN_00001165,CU_001916,deposit,114.47,2024-09-25,paypal,False
TXN_00001166,CU_001916,withdrawal,136.66,2024-10-09,debit_card,False
TXN_00001167,CU_001923,deposit,385.65,2024-10-17,credit_card,True
TXN_00001168,CU_001923,deposit,379.86,2024-11-16,debit_card,False
TXN_00001169,CU_001923,deposit,361.18,2024-12-14,bank_transfer,False
TXN_00001170,CU_001923,deposit,182.23,2024-12-22,paypal,False
TXN_00001171,CU_001942,deposit,50.89,2024-05-17,paypal,True
TXN_00001172,CU_001942,withdrawal,127.06,2024-06-15,paypal,False
TXN_00001173,CU_001942,deposit,138.49,2024-07-22,paypal,False
TXN_00001174,CU_001942,withdrawal,85.83,2024-08-16,credit_card,False
TXN_00001175,CU_001942,withdrawal,109.66,2024-08-21,debit_card,False
TXN_00001176,CU_001942,deposit,35.26,2024-10-25,credit_card,False
TXN_00001177,CU_001944,deposit,52.09,2024-04-14,paypal,True
TXN_00001178,CU_001944,deposit,79.2,2024-04-14,debit_card,False
TXN_00001179,CU_001944,deposit,45.2,2024-04-28,credit_card,False
TXN_00001180,CU_001944,deposit,115.81,2024-05-11,debit_card,False
TXN_00001181,CU_001944,deposit,50.42,2024-07-05,bank_transfer,False
TXN_00001182,CU_001944,deposit,38.23,2024-09-06,paypal,False
TXN_00001183,CU_001944,withdrawal,105.05,2024-10-23,debit_card,False
TXN_00001184,CU_001947,deposit,621.03,2024-08-27,debit_card,True
TXN_00001185,CU_001947,deposit,1178.56,2024-09-03,debit_card,False
TXN_00001186,CU_001947,deposit,1393.85,2024-09-20,debit_card,False
TXN_00001187,CU_001947,deposit,860.58,2024-10-17,debit_card,False
TXN_00001188,CU_001947,withdrawal,1097.06,2024-11-07,paypal,False
TXN_00001189,CU_001947,deposit,404.37,2024-11-20,debit_card,False
TXN_00001190,CU_001947,deposit,882.96,2024-12-04,bank_transfer,False
TXN_00001191,CU_001947,withdrawal,1132.34,2024-12-08,paypal,False
TXN_00001192,CU_001947,deposit,934.22,2024-12-19,bank_transfer,False
TXN_00001193,CU_001947,deposit,760.67,2024-12-28,credit_card,False
TXN_00001194,CU_001948,deposit,1101.26,2024-10-13,paypal,True
TXN_00001195,CU_001948,deposit,441.19,2024-11-01,bank_transfer,False
TXN_00001196,CU_001948,deposit,362.53,2024-11-15,bank_transfer,False
TXN_00001197,CU_001948,deposit,1194.03,2024-12-17,credit_card,False
TXN_00001198,CU_001954,deposit,814.34,2024-03-07,debit_card,True
TXN_00001199,CU_001954,deposit,1381.16,2024-03-26,debit_card,False
TXN_00001200,CU_001954,deposit,1256.83,2024-04-27,debit_card,False
TXN_00001201,CU_001954,deposit,378.2,2024-05-10,bank_transfer,False
TXN_00001202,CU_001954,withdrawal,1060.18,2024-05-17,bank_transfer,False
TXN_00001203,CU_001954,deposit,1032.53,2024-05-19,debit_card,False
TXN_00001204,CU_001954,deposit,1207.0,2024-06-16,bank_transfer,False
TXN_00001205,CU_001954,deposit,797.73,2024-06-17,bank_transfer,False
TXN_00001206,CU_001954,deposit,1231.17,2024-06-27,debit_card,False
TXN_00001207,CU_001954,withdrawal,1312.17,2024-06-29,bank_transfer,False
TXN_00001208,CU_001954,deposit,739.01,2024-07-28,bank_transfer,False
TXN_00001209,CU_001954,deposit,1474.34,2024-08-28,bank_transfer,False
TXN_00001210,CU_001954,deposit,1327.45,2024-09-26,credit_card,False
TXN_00001211,CU_001954,deposit,1112.79,2024-10-15,credit_card,False
TXN_00001212,CU_001954,withdrawal,1883.1,2024-10-31,paypal,False
TXN_00001213,CU_001954,deposit,1088.35,2024-11-02,credit_card,False
TXN_00001214,CU_001954,deposit,1281.85,2024-11-14,paypal,False
TXN_00001215,CU_001954,deposit,909.96,2024-12-01,paypal,False
TXN_00001216,CU_001954,deposit,669.97,2024-12-09,paypal,False
TXN_00001217,CU_001954,deposit,655.89,2024-12-22,credit_card,False
TXN_00001218,CU_001954,deposit,909.01,2024-12-27,paypal,False
TXN_00001219,CU_001960,deposit,57.35,2024-04-06,debit_card,True
TXN_00001220,CU_001960,deposit,113.13,2024-04-16,debit_card,False
TXN_00001221,CU_001960,deposit,65.81,2024-06-23,paypal,False
TXN_00001222,CU_001960,withdrawal,142.01,2024-07-19,debit_card,False
TXN_00001223,CU_001960,deposit,36.23,2024-08-24,credit_card,False
TXN_00001224,CU_001966,deposit,58.9,2024-08-08,credit_card,True
TXN_00001225,CU_001966,deposit,34.71,2024-08-08,bank_transfer,False
TXN_00001226,CU_001966,deposit,70.95,2024-08-30,bank_transfer,False
TXN_00001227,CU_001966,deposit,76.31,2024-12-11,bank_transfer,False
TXN_00001228,CU_001973,deposit,34.24,2024-07-26,debit_card,True
TXN_00001229,CU_001973,withdrawal,80.54,2024-08-19,bank_transfer,False
TXN_00001230,CU_001987,deposit,67.72,2024-04-21,credit_card,True
TXN_00001231,CU_001987,withdrawal,175.91,2024-05-06,debit_card,False
TXN_00001232,CU_001987,deposit,70.53,2024-05-30,debit_card,False
TXN_00001233,CU_001987,deposit,131.03,2024-06-13,debit_card,False
TXN_00001234,CU_001987,deposit,147.95,2024-08-04,credit_card,False
TXN_00001235,CU_001987,withdrawal,84.04,2024-11-11,debit_card,False
TXN_00001236,CU_001987,deposit,137.47,2024-12-25,bank_transfer,False
TXN_00001237,CU_002000,deposit,41.52,2024-09-17,credit_card,True
TXN_00001238,CU_002000,deposit,73.15,2024-10-24,debit_card,False
TXN_00001239,CU_002002,deposit,147.29,2024-04-17,bank_transfer,True
TXN_00001240,CU_002002,deposit,187.3,2024-04-28,debit_card,False
TXN_00001241,CU_002002,deposit,130.66,2024-05-11,debit_card,False
TXN_00001242,CU_002002,deposit,111.83,2024-06-11,debit_card,False
TXN_00001243,CU_002002,withdrawal,433.55,2024-07-05,paypal,False
TXN_00001244,CU_002002,deposit,338.82,2024-08-08,bank_transfer,False
TXN_00001245,CU_002002,deposit,398.67,2024-09-05,debit_card,False
TXN_00001246,CU_002002,deposit,285.74,2024-09-26,credit_card,False
TXN_00001247,CU_002002,withdrawal,393.48,2024-10-01,credit_card,False
TXN_00001248,CU_002002,deposit,314.36,2024-10-11,credit_card,False
TXN_00001249,CU_002002,deposit,146.57,2024-10-17,bank_transfer,False
TXN_00001250,CU_002002,deposit,122.2,2024-10-27,debit_card,False
TXN_00001251,CU_002002,deposit,123.46,2024-11-07,credit_card,False
TXN_00001252,CU_002002,withdrawal,472.19,2024-11-19,debit_card,False
TXN_00001253,CU_002002,deposit,271.65,2024-12-06,credit_card,False
TXN_00001254,CU_002002,deposit,103.59,2024-12-30,credit_card,False
TXN_00001255,CU_002008,deposit,157.94,2024-02-06,bank_transfer,True
TXN_00001256,CU_002008,deposit,118.13,2024-03-10,bank_transfer,False
TXN_00001257,CU_002008,withdrawal,222.8,2024-04-01,debit_card,False
TXN_00001258,CU_002008,deposit,189.12,2024-04-21,bank_transfer,False
TXN_00001259,CU_002008,deposit,318.41,2024-06-17,paypal,False
TXN_00001260,CU_002008,deposit,232.63,2024-07-01,paypal,False
TXN_00001261,CU_002008,deposit,202.84,2024-07-24,bank_transfer,False
TXN_00001262,CU_002014,deposit,651.8,2024-11-20,paypal,True
TXN_00001263,CU_002014,deposit,409.78,2024-11-20,paypal,False
TXN_00001264,CU_002014,withdrawal,626.06,2024-12-28,credit_card,False
TXN_00001265,CU_002021,deposit,1034.39,2024-06-27,bank_transfer,True
TXN_00001266,CU_002021,withdrawal,1795.95,2024-06-27,credit_card,False
TXN_00001267,CU_002021,deposit,792.69,2024-06-28,credit_card,False
TXN_00001268,CU_002021,withdrawal,649.05,2024-07-14,debit_card,False
TXN_00001269,CU_002021,deposit,553.0,2024-07-27,bank_transfer,False
TXN_00001270,CU_002021,deposit,980.87,2024-08-09,bank_transfer,False
TXN_00001271,CU_002021,deposit,969.04,2024-09-10,bank_transfer,False
TXN_00001272,CU_002021,deposit,741.86,2024-09-11,credit_card,False
TXN_00001273,CU_002021,deposit,1118.33,2024-09-18,paypal,False
TXN_00001274,CU_002021,deposit,737.34,2024-09-26,debit_card,False
TXN_00001275,CU_002021,deposit,785.75,2024-09-29,debit_card,False
TXN_00001276,CU_002021,deposit,313.53,2024-10-10,debit_card,False
TXN_00001277,CU_002021,withdrawal,854.81,2024-10-23,paypal,False
TXN_00001278,CU_002021,deposit,674.87,2024-11-10,bank_transfer,False
TXN_00001279,CU_002021,deposit,721.49,2024-12-15,paypal,False
TXN_00001280,CU_002031,deposit,55.47,2024-04-27,credit_card,True
TXN_00001281,CU_002031,deposit,148.92,2024-06-07,paypal,False
TXN_00001282,CU_002031,withdrawal,74.93,2024-11-13,paypal,False
TXN_00001283,CU_002033,deposit,1752.39,2024-09-15,debit_card,True
TXN_00001284,CU_002033,withdrawal,445.09,2024-10-06,credit_card,False
TXN_00001285,CU_002033,deposit,1336.71,2024-11-30,debit_card,False
TXN_00001286,CU_002033,deposit,1349.88,2024-12-13,debit_card,False
TXN_00001287,CU_002033,deposit,1147.73,2024-12-24,debit_card,False
TXN_00001288,CU_002065,deposit,26.74,2024-02-22,credit_card,True
TXN_00001289,CU_002065,withdrawal,161.84,2024-05-06,credit_card,False
TXN_00001290,CU_002065,deposit,131.43,2024-06-02,bank_transfer,False
TXN_00001291,CU_002065,deposit,42.57,2024-09-05,bank_transfer,False
TXN_00001292,CU_002065,deposit,70.89,2024-10-09,credit_card,False
TXN_00001293,CU_002065,deposit,133.5,2024-10-20,credit_card,False
TXN_00001294,CU_002065,deposit,119.17,2024-12-04,paypal,False
TXN_00001295,CU_002077,deposit,577.26,2024-04-26,debit_card,True
TXN_00001296,CU_002077,deposit,1110.96,2024-05-07,credit_card,False
TXN_00001297,CU_002077,deposit,551.82,2024-05-26,credit_card,False
TXN_00001298,CU_002077,deposit,1311.75,2024-06-17,credit_card,False
TXN_00001299,CU_002077,deposit,747.68,2024-07-20,debit_card,False
TXN_00001300,CU_002077,withdrawal,1470.9,2024-07-31,credit_card,False
TXN_00001301,CU_002077,deposit,629.12,2024-08-27,debit_card,False
TXN_00001302,CU_002077,deposit,706.32,2024-09-04,credit_card,False
TXN_00001303,CU_002077,deposit,605.39,2024-09-12,credit_card,False
TXN_00001304,CU_002077,deposit,1114.04,2024-09-19,credit_card,False
TXN_00001305,CU_002077,withdrawal,1003.6,2024-09-24,credit_card,False
TXN_00001306,CU_002077,withdrawal,698.01,2024-10-15,credit_card,False
TXN_00001307,CU_002077,deposit,624.53,2024-11-08,bank_transfer,False
TXN_00001308,CU_002077,withdrawal,891.62,2024-11-10,paypal,False
TXN_00001309,CU_002077,deposit,1049.53,2024-11-16,debit_card,False
TXN_00001310,CU_002084,deposit,36.3,2024-09-13,bank_transfer,True
TXN_00001311,CU_002084,withdrawal,120.88,2024-12-10,debit_card,False
TXN_00001312,CU_002084,deposit,144.67,2024-12-18,bank_transfer,False
TXN_00001313,CU_002087,deposit,90.97,2024-11-20,credit_card,True
TXN_00001314,CU_002087,deposit,112.31,2024-11-27,credit_card,False
TXN_00001315,CU_002091,deposit,65.71,2024-09-11,debit_card,True
TXN_00001316,CU_002091,withdrawal,158.27,2024-09-11,debit_card,False
TXN_00001317,CU_002091,deposit,62.47,2024-10-18,paypal,False
TXN_00001318,CU_002091,withdrawal,139.3,2024-12-30,paypal,False
TXN_00001319,CU_002098,deposit,54.45,2024-10-12,credit_card,True
TXN_00001320,CU_002098,deposit,125.71,2024-10-21,bank_transfer,False
TXN_00001321,CU_002098,withdrawal,130.95,2024-10-24,credit_card,False
TXN_00001322,CU_002098,deposit,67.7,2024-12-02,paypal,False
TXN_00001323,CU_002108,deposit,1689.4,2024-08-08,bank_transfer,True
TXN_00001324,CU_002108,deposit,1393.32,2024-08-08,bank_transfer,False
TXN_00001325,CU_002108,deposit,773.38,2024-08-19,paypal,False
TXN_00001326,CU_002108,deposit,1279.04,2024-08-31,paypal,False
TXN_00001327,CU_002108,deposit,1131.55,2024-09-01,bank_transfer,False
TXN_00001328,CU_002108,deposit,1388.39,2024-09-18,bank_transfer,False
TXN_00001329,CU_002108,withdrawal,1693.86,2024-09-24,debit_card,False
TXN_00001330,CU_002108,withdrawal,1696.22,2024-10-08,credit_card,False
TXN_00001331,CU_002108,withdrawal,1603.41,2024-10-22,debit_card,False
TXN_00001332,CU_002108,deposit,795.69,2024-11-06,credit_card,False
TXN_00001333,CU_002108,deposit,602.74,2024-11-19,credit_card,False
TXN_00001334,CU_002108,deposit,1460.5,2024-11-21,credit_card,False
TXN_00001335,CU_002108,deposit,1374.33,2024-12-06,paypal,False
TXN_00001336,CU_002108,withdrawal,1432.92,2024-12-09,debit_card,False
TXN_00001337,CU_002108,withdrawal,845.65,2024-12-17,credit_card,False
TXN_00001338,CU_002119,deposit,73.94,2024-12-24,bank_transfer,True
TXN_00001339,CU_002128,deposit,53.55,2025-01-05,bank_transfer,True
TXN_00001340,CU_002142,deposit,68.48,2024-03-06,debit_card,True
TXN_00001341,CU_002142,deposit,29.59,2024-04-04,debit_card,False
TXN_00001342,CU_002142,withdrawal,92.72,2024-07-16,debit_card,False
TXN_00001343,CU_002142,deposit,134.73,2024-08-11,paypal,False
TXN_00001344,CU_002142,withdrawal,160.3,2024-08-24,credit_card,False
TXN_00001345,CU_002142,withdrawal,57.78,2024-09-23,paypal,False
TXN_00001346,CU_002142,withdrawal,132.42,2024-12-30,bank_transfer,False
TXN_00001347,CU_002144,deposit,985.2,2024-11-20,bank_transfer,True
TXN_00001348,CU_002144,deposit,885.78,2024-11-20,paypal,False
TXN_00001349,CU_002144,withdrawal,692.7,2024-11-25,debit_card,False
TXN_00001350,CU_002144,deposit,651.64,2024-11-26,credit_card,False
TXN_00001351,CU_002144,withdrawal,1248.69,2024-12-09,credit_card,False
TXN_00001352,CU_002145,deposit,348.21,2024-05-10,bank_transfer,True
TXN_00001353,CU_002145,deposit,246.58,2024-05-14,debit_card,False
TXN_00001354,CU_002145,deposit,234.52,2024-05-23,credit_card,False
TXN_00001355,CU_002145,deposit,397.04,2024-05-25,paypal,False
TXN_00001356,CU_002145,deposit,132.54,2024-06-08,credit_card,False
TXN_00001357,CU_002145,deposit,151.99,2024-08-05,credit_card,False
TXN_00001358,CU_002145,deposit,174.76,2024-08-26,debit_card,False
TXN_00001359,CU_002145,deposit,309.28,2024-08-29,paypal,False
TXN_00001360,CU_002145,deposit,359.55,2024-09-20,paypal,False
TXN_00001361,CU_002145,withdrawal,294.83,2024-09-26,paypal,False
TXN_00001362,CU_002145,deposit,162.59,2024-10-30,paypal,False
TXN_00001363,CU_002145,deposit,381.88,2024-11-20,debit_card,False
TXN_00001364,CU_002147,deposit,407.56,2024-06-27,paypal,True
TXN_00001365,CU_002147,deposit,207.3,2024-07-21,debit_card,False
TXN_00001366,CU_002147,deposit,190.14,2024-08-25,bank_transfer,False
TXN_00001367,CU_002147,deposit,212.63,2024-09-08,bank_transfer,False
TXN_00001368,CU_002147,withdrawal,529.12,2024-09-30,debit_card,False
TXN_00001369,CU_002147,deposit,141.71,2024-10-08,debit_card,False
TXN_00001370,CU_002147,deposit,224.08,2024-10-28,paypal,False
TXN_00001371,CU_002147,deposit,157.86,2024-11-07,debit_card,False
TXN_00001372,CU_002147,deposit,189.43,2024-11-28,bank_transfer,False
TXN_00001373,CU_002147,deposit,292.99,2024-11-29,debit_card,False
TXN_00001374,CU_002153,deposit,66.74,2024-09-05,paypal,True
TXN_00001375,CU_002153,deposit,83.29,2024-10-04,paypal,False
TXN_00001376,CU_002153,deposit,118.62,2024-11-08,bank_transfer,False
TXN_00001377,CU_002153,deposit,27.77,2024-11-22,bank_transfer,False
TXN_00001378,CU_002153,deposit,142.27,2024-12-14,bank_transfer,False
TXN_00001379,CU_002155,deposit,31.26,2024-01-18,credit_card,True
TXN_00001380,CU_002155,deposit,39.51,2024-03-29,debit_card,False
TXN_00001381,CU_002155,deposit,32.62,2024-07-26,paypal,False
TXN_00001382,CU_002155,deposit,145.22,2024-10-14,credit_card,False
TXN_00001383,CU_002155,deposit,75.74,2024-11-07,bank_transfer,False
TXN_00001384,CU_002160,deposit,1129.82,2024-01-12,credit_card,True
TXN_00001385,CU_002160,withdrawal,887.8,2024-01-21,debit_card,False
TXN_00001386,CU_002160,withdrawal,769.0,2024-01-24,bank_transfer,False
TXN_00001387,CU_002160,withdrawal,628.21,2024-02-09,bank_transfer,False
TXN_00001388,CU_002160,withdrawal,1157.26,2024-02-21,debit_card,False
TXN_00001389,CU_002160,deposit,1019.3,2024-03-04,bank_transfer,False
TXN_00001390,CU_002160,deposit,1246.85,2024-03-17,debit_card,False
TXN_00001391,CU_002160,withdrawal,1511.54,2024-03-23,bank_transfer,False
TXN_00001392,CU_002160,deposit,336.24,2024-03-25,paypal,False
TXN_00001393,CU_002160,deposit,881.97,2024-04-19,debit_card,False
TXN_00001394,CU_002160,deposit,820.59,2024-07-12,credit_card,False
TXN_00001395,CU_002160,deposit,1315.93,2024-07-23,credit_card,False
TXN_00001396,CU_002160,withdrawal,1695.2,2024-08-02,paypal,False
TXN_00001397,CU_002160,withdrawal,787.56,2024-09-11,paypal,False
TXN_00001398,CU_002160,deposit,1155.05,2024-10-03,paypal,False
TXN_00001399,CU_002160,withdrawal,1580.79,2024-11-08,credit_card,False
TXN_00001400,CU_002169,deposit,37.54,2024-08-02,paypal,True
TXN_00001401,CU_002169,withdrawal,68.89,2024-08-13,paypal,False
TXN_00001402,CU_002169,withdrawal,139.19,2024-08-24,credit_card,False
TXN_00001403,CU_002169,deposit,113.99,2024-10-03,paypal,False
TXN_00001404,CU_002169,deposit,29.87,2024-10-21,credit_card,False
TXN_00001405,CU_002169,withdrawal,64.63,2024-12-13,bank_transfer,False
TXN_00001406,CU_002183,deposit,33.33,2024-09-23,paypal,True
TXN_00001407,CU_002205,deposit,354.76,2025-01-02,paypal,True
TXN_00001408,CU_002220,deposit,56.64,2024-08-31,credit_card,True
TXN_00001409,CU_002220,deposit,80.75,2024-10-04,bank_transfer,False
TXN_00001410,CU_002256,deposit,352.09,2024-08-13,paypal,True
TXN_00001411,CU_002256,deposit,103.23,2024-08-13,bank_transfer,False
TXN_00001412,CU_002256,deposit,171.01,2024-08-30,bank_transfer,False
TXN_00001413,CU_002256,withdrawal,252.83,2024-11-02,credit_card,False
TXN_00001414,CU_002256,withdrawal,183.3,2024-12-08,credit_card,False
TXN_00001415,CU_002256,deposit,195.78,2024-12-23,debit_card,False
TXN_00001416,CU_002262,deposit,62.52,2024-09-13,bank_transfer,True
TXN_00001417,CU_002262,withdrawal,173.41,2024-12-22,bank_transfer,False
TXN_00001418,CU_002263,deposit,55.49,2024-08-25,debit_card,True
TXN_00001419,CU_002264,deposit,57.97,2024-01-23,paypal,True
TXN_00001420,CU_002264,withdrawal,199.13,2024-01-23,credit_card,False
TXN_00001421,CU_002264,deposit,31.71,2024-02-17,bank_transfer,False
TXN_00001422,CU_002264,withdrawal,99.02,2024-03-26,credit_card,False
TXN_00001423,CU_002264,deposit,96.41,2024-06-13,paypal,False
TXN_00001424,CU_002282,deposit,420.04,2024-02-24,debit_card,True
TXN_00001425,CU_002282,deposit,143.93,2024-03-13,credit_card,False
TXN_00001426,CU_002282,withdrawal,355.14,2024-06-08,paypal,False
TXN_00001427,CU_002282,deposit,129.52,2024-07-02,credit_card,False
TXN_00001428,CU_002282,deposit,158.22,2024-08-23,paypal,False
TXN_00001429,CU_002282,deposit,319.7,2024-09-23,debit_card,False
TXN_00001430,CU_002282,withdrawal,160.16,2024-09-25,debit_card,False
TXN_00001431,CU_002282,deposit,120.17,2024-10-12,bank_transfer,False
TXN_00001432,CU_002282,deposit,138.46,2024-11-08,paypal,False
TXN_00001433,CU_002298,deposit,311.1,2024-08-20,credit_card,True
TXN_00001434,CU_002298,withdrawal,439.11,2024-08-20,credit_card,False
TXN_00001435,CU_002298,deposit,173.58,2024-10-22,debit_card,False
TXN_00001436,CU_002298,deposit,165.27,2024-10-29,credit_card,False
TXN_00001437,CU_002298,withdrawal,456.55,2024-12-22,paypal,False
TXN_00001438,CU_002316,deposit,231.61,2024-01-18,debit_card,True
TXN_00001439,CU_002316,withdrawal,402.23,2024-01-18,debit_card,False
TXN_00001440,CU_002316,deposit,208.24,2024-01-30,credit_card,False
